x1 x2 y
2.30658941511351 -0.241541438502011 1
-0.366521175969346 0.195916762887805 1
0.927128867448084 0.625367676242967 1
1.76329479633973 -1.13407645074441 1
0.75891176883292 0.140135333467987 1
0.66706605866801 1.42904196932207 1
0.870066947981192 0.564544189325727 1
2.077357534599 -0.174986812780053 1
1.04941901594682 1.59042402993227 1
1.2838733058717 0.456559762323524 1
2.82995595390001 0.233314101580422 1
1.47551583049579 1.04672237558755 1
0.846492170740426 0.895693833856813 1
1.25086036891936 -1.36733886459867 1
0.961554803949573 1.30586225088863 1
1.63254585064941 1.14044981922466 1
1.57598684608478 2.27597663436152 1
1.19893755282118 1.4423372353229 1
1.5595191039889 0.575657371389673 1
0.684695641795298 2.7987600104742 1
1.4930937667043 1.88896355755192 1
2.3794539806322 0.31382696630567 1
1.37231119191771 0.452114433498493 1
0.540674308370073 1.85192881191171 1
0.60256414300652 1.98485071440592 1
1.92866108980886 -0.0695924181086756 1
0.401696258329062 0.43672202673556 1
1.30707622645142 0.856315788761673 1
1.76667028459248 1.28049993751798 1
-0.923958220792838 0.15379121626074 1
-1.37985156747534 -0.416770026487331 2
-3.17656222846742 1.61464781827358 2
-0.841360602529704 -1.65231686898691 2
0.475117159118444 -1.5042626471131 2
1.88981971492835 -3.83226610770109 2
-0.77026825091984 -4.20832386841939 2
-0.258494821733659 -4.94527040720406 2
-0.447984970654231 -1.16345470672265 2
0.322040683832478 -1.38219098815539 2
-2.78709097029467 -2.31589113165574 2
1.03716997611438 0.153286500171047 2
-2.36259436593977 -2.50771779993767 2
-0.190798469328884 -0.407782078296269 2
-0.987657545296435 1.11375177777253 2
-1.38201472637785 -4.52627890008546 2
-2.11438851123865 -1.4847064659608 2
-2.98198258995486 0.375828174084063 2
3.35855978345455 1.83801180286294 2
-2.68071631335016 -2.87098085347813 2
-4.12753453938724 -2.43155358779937 2
-2.41656072745458 -3.32585177577832 2
-1.65104835541269 -1.16519712748036 2
0.389379543948483 0.75116516329865 2
0.90716112210121 0.518780255214684 2
-4.70432945246748 -1.55307951327958 2
0.0170612982067306 0.138009173125417 2
2.2660563259679 1.67827892614933 2
0.350103290616549 -2.21845527853623 2
-1.24843457669256 -1.40776549488286 2
0.195542867322228 -3.04599762970396 2
