x yobs
-5 2.87954039085957
-4.79591836734694 2.567766632671
-4.59183673469388 1.70362647935674
-4.38775510204082 1.50009936002211
-4.18367346938776 1.37795105026919
-3.97959183673469 1.11948642512465
-3.77551020408163 0.631083522688847
-3.57142857142857 0.393224928332637
-3.36734693877551 -0.00844681759580723
-3.16326530612245 0.264341923020161
-2.95918367346939 -0.1484265561067
-2.75510204081633 -0.0298614572657032
-2.55102040816327 -0.221013077260293
-2.3469387755102 -0.140073085731199
-2.14285714285714 0.153066470304694
-1.93877551020408 0.0153062995919854
-1.73469387755102 0.609671556484072
-1.53061224489796 0.208205519526215
-1.3265306122449 0.37154207982139
-1.12244897959184 0.661474507989907
-0.918367346938775 0.487997635450978
-0.714285714285714 1.06259251272446
-0.510204081632653 0.779128259416541
-0.306122448979592 0.954370703602749
-0.102040816326531 1.03720714951891
0.102040816326531 0.979274796618284
0.306122448979592 0.829997375333278
0.510204081632653 0.247195929042127
0.714285714285714 0.855307245531667
0.918367346938775 0.672084480081034
1.12244897959184 0.694479408916687
1.3265306122449 -0.0864152057539817
1.53061224489796 0.442172400178328
1.73469387755102 0.212114483635166
1.93877551020408 -0.358410628319937
2.14285714285714 0.0557428881300375
2.3469387755102 0.0435647871331455
2.55102040816327 -0.301154489429947
2.75510204081633 0.134574444037956
2.95918367346939 -0.128104572645463
3.16326530612245 -0.334671259397147
3.36734693877551 0.0490076807497303
3.57142857142857 0.319507891367945
3.77551020408163 0.646458149420918
3.97959183673469 1.08151681448785
4.18367346938776 1.25325089706558
4.38775510204082 1.35168031920468
4.59183673469388 1.62313333152924
4.79591836734694 2.7997767841355
5 3.01123495439098
